ulke;radarName;Lat_Deg;Lat_Min;Lat_Sec;Lat_Dir;Lon_Deg;Lon_Min;Lon_Sec;Lon_Dir;groundHeight;bands;polarization
US;Reno;39;45;14;N;119;27;43;W;2529.54;S;S
US;Riverton/Lander;43;3;58;N;108;28;38;W;1697.17;S;S
US;Roanoke;37;1;27;N;80;16;27;W;874.17;S;S
US;Robins AFB;32;40;30;N;83;21;4;W;158.8;S;S
US;Sacramento;38;30;4;N;121;40;40;W;9.14;S;S
US;Salt Lake City;41;15;46;N;112;26;52;W;1975;S;S
US;San Angelo;31;22;16;N;100;29;32;W;576.07;S;S
US;San Diego;32;55;8;N;117;2;31;W;291.08;S;S
US;San Francisco;37;9;18;N;121;53;54;W;1057.35;S;S
US;San Joaquin Valy;36;18;51;N;119;37;55;W;74.07;S;S
US;San Juan;18;6;56;N;66;4;41;W;867;S;S
US;Santa Ana MTS;33;49;38;N;117;38;50;W;927;S;S
US;Seattle;48;11;40;N;122;29;44;W;161;S;S
US;Shreveport;32;27;3;N;93;50;28;W;83.21;S;S
US;Sioux Falls;43;35;16;N;96;43;44;W;435.86;S;S
US;Sitka;56;51;10;N;135;31;45;W;63.09;S;S
US;Slidell;30;20;12;N;89;49;31;W;20;S;S
US;South Kauai;21;53;38;N;159;33;9;W;69;S;S
US;South Shore;19;5;42;N;155;34;8;W;420.62;S;S
US;Spokane;47;40;50;N;117;37;33;W;726.64;S;S
US;Springfield;37;14;7;N;93;24;1;W;389.53;S;S
US;St Louis;38;41;56;N;90;40;58;W;185.32;S;S
US;State College;40;55;23;N;78;0;14;W;733.04;S;S
US;Sterling;38;58;34;N;77;29;15;W;88.54;S;S
US;Tallahassee;30;23;51;N;84;19;44;W;19.2;S;S
US;Tampa;27;42;19;N;82;24;7;W;12.5;S;S
US;Topeka;38;59;49;N;96;13;57;W;416.66;S;S
US;Tucson;31;53;37;N;110;37;49;W;1586.48;S;S
US;Tulsa;36;10;30;N;95;33;50;W;203.61;S;S
US;Vance Afb;36;44;27;N;98;7;39;W;368.81;S;S
US;Vandenberg Afb;34;50;18;N;120;23;52;W;383;S;S
US;Western Arkansas;35;17;25;N;94;21;42;W;200;S;S
US;Wichita;37;39;16;N;97;26;35;W;406.91;S;S
US;Wilmington;33;59;21;N;78;25;45;W;19.51;S;S
US;Yuma;32;29;43;N;114;39;24;W;53.04;S;S
MO;Macau;22;9;35;N;113;33;44;E;140;C;D
IS;Iceland;64;1;35;N;22;38;8;W;42;C;S
FI;Kerava;60;23;17;N;25;6;50;E;39;C;D
FI;Kumpula;60;12;16;N;24;57;47;E;25;C;D
BD;Dhaka;23;47;0;N;90;23;0;E;8;S;D
BD;Rangpur;25;44;0;N;89;16;0;E;33;S;D
BD;Coxs Bazaar;21;27;0;N;91;58;0;E;32;S;D
BD;Khepupara;21;59;0;N;90;14;0;E;2;S;D
BD;Moulvibazar;24;29;8;N;91;46;30;E;22;S;D
IR;Tehran;35;29;9;N;51;59;24;E;1342;C;D
IR;Khozestan Ahvaz;31;14;2;N;48;31;5;E;20;S;S
IR;Tabriz;37;55;1;N;46;12;59;E;1640;C;S
IR;Mazandran Khazar-e Sharghi;36;51;21;N;53;23;7;E;-20;C;S
IR;Kermanshah;34;17;13;N;46;6;14;E;2380;C;S
AZ;Akstafa MRL-5;41;5;0;N;45;30;0;E;530;S;S
AZ;Shamaxi MRL-5;40;41;0;N;48;38;0;E;1080;S;S
UZ;Samarkand;39;41;6;N;66;58;9;E;684;C;S
UZ;Tashkent;41;11;32;N;69;14;15;E;394;C;S
UZ;Nukus;42;30;55;N;59;36;23;E;76;C;S
BN;Bandar Seri Begawan;4;57;8;N;114;56;23;E;40;S;D
US;CFN13;28;21;14;N;80;48;55;W;5;C;S
US;KABC;34;19;47;N;118;36;3;W;1140;C;S
US;KALB;31;19;23;N;92;33;29;W;25;C;S
US;KARE;44;47;51;N;93;15;22;W;264;C;S
US;KATC;30;13;22;N;90;3;20;W;10;C;S
US;KCCI;41;48;24;N;93;37;16;W;297;C;S
US;KCNC;39;51;35;N;104;33;52;W;1647;C;S
US;KDKA;40;29;38;N;80;1;4;W;405;C;S
US;KELO-1;44;23;5;N;98;13;7;W;390;C;D
US;KENS;29;30;28;N;98;33;40;W;302;C;S
US;KEYE;30;37;46;N;98;3;25;W;415;C;S
US;KJRH;36;1;11;N;95;40;31;W;216;C;S
US;KOAA;38;22;24;N;104;33;30;W;1629;C;S
US;KOCO;35;33;51;N;97;29;19;W;354;C;S
US;KPIX;38;23;53;N;122;6;11;W;852;C;S
US;KRIV;29;34;27;N;95;29;17;W;23;C;D
US;KSNW;37;53;53;N;97;47;25;W;454;C;S
US;KTRK;29;34;26;N;95;28;30;W;21;C;S
US;KTVT;32;47;13;N;97;38;15;W;336;C;S
US;KUTV;41;15;14;N;112;17;17;W;1418;C;S
SA;Yanbu KSA;24;0;6;N;38;11;20;E;-999;C;S
MA;Debdou;33;57;28;N;3;2;19;W;1596;C;S
PY;Asunción;25;19;59;S;57;31;24;W;143;C;S
US;RSA;34;36;10;N;86;37;53;W;175;S;S
US;SBX-1 A;61;12;5;N;150;5;0;W;-999;C;S
US;SBX-1 B;61;12;5;N;150;5;0;W;-999;C;S
TW;Taiwan;23;42;18;N;120;57;43;E;-999;C;S
US;UAH-MAX  Mobile Alabama X-Band;34;43;32;N;86;38;38;W;-999;X;D
US;WAFF;34;45;56;N;86;52;5;W;214;C;S
US;WBAY;44;30;46;N;88;9;46;W;219;C;S
US;WBBH;26;36;27;N;81;51;47;W;2;C;S
US;WBZ;42;16;18;N;71;52;15;W;305;C;S
US;WCBS;40;57;40;N;73;55;22;W;158;C;S
US;WCCO;45;7;56;N;93;5;44;W;274;C;S
US;WCPO;39;4;35;N;84;12;25;W;251;C;S
US;WCTV;30;30;10;N;84;14;46;W;63;C;S
US;WCVB;42;14;39;N;71;31;2;W;140;C;S
US;WDSU;29;57;0;N;89;57;28;W;0;C;S
US;WFLD;41;36;48;N;88;0;52;W;221;C;D
US;WFTS;27;48;56;N;81;16;17;W;22;C;S
US;WFTV;28;36;9;N;81;5;36;W;20;C;S
US;WHIO;39;44;2;N;84;14;53;W;293;C;S
US;WHNT;34;38;46;N;86;46;17;W;187;C;D
US;WJET;42;2;25;N;80;4;12;W;398;X;S
US;WJLA;38;56;38;N;76;46;30;W;48;C;S
US;WKYC;41;23;7;N;81;41;22;W;316;X;S
US;WLEX;38;3;55;N;84;29;16;W;289;C;S
US;WMC;35;8;3;N;90;13;45;W;65;C;S
US;WNEM;43;32;21;N;84;3;22;W;195;C;S
US;WNYW;40;36;17;N;74;33;33;W;178;C;D
US;WOFL;28;36;12;N;81;5;11;W;19;C;D
US;WPTV;26;35;22;N;80;12;47;W;5;C;S
US;WPTY;35;11;18;N;89;48;37;W;83;C;S
US;WPVI;40;12;2;N;75;4;58;W;99;C;S
US;WPXI;40;17;36;N;80;3;5;W;394;C;S
US;WRAL;35;40;40;N;78;31;36;W;110;C;D
US;WSB;33;47;1;N;85;9;41;W;423;C;D
US;WSOC;35;13;36;N;80;38;17;W;233;C;D
US;WTAE;40;26;11;N;79;52;0;W;356;X;S
US;WTTG;39;3;24;N;76;52;30;W;62;C;S
US;WTVD;35;40;10;N;78;31;54;W;99;C;S
US;WTVG;41;41;0;N;83;24;47;W;176;C;S
US;WTVJ;25;58;26;N;80;21;2;W;1;C;S
US;WTVT;27;56;42;N;82;29;48;W;5;C;S
US;WUSA;39;0;4;N;76;57;42;W;65;C;S
KR;BaengnyeongdoBRI;37;58;3;N;124;37;49;E;162;S;D
KR;Gangneung;37;49;4;N;128;51;57;E;57;S;S
KR;Gosan;33;17;39;N;126;9;47;E;77;S;S
KR;GudeoksanPSN;35;7;8;N;129;0;0;E;524;S;D
KR;GwanaksanKWK;37;26;39;N;126;57;50;E;632;S;D
KR;Gwangdeoksan;38;7;3;N;127;26;1;E;1052;S;S
KR;Jindo;34;28;21;N;126;19;26;E;482;S;S
KR;Myeonbongsan;36;10;46;N;128;59;50;E;1118;C;S
KR;Oseongsan;36;0;46;N;126;47;3;E;215;S;S
KR;Seongsan;33;23;14;N;126;52;48;E;60;S;S
MY;KotaKinabalu;5;56;0;N;116;2;48;E;27;C;S
MY;AlorStar;6;11;0;N;100;24;30;E;24;S;S
MY;Sandakan;5;53;8;N;118;4;18;E;28;C;S
MY;Bintulu;3;13;6;N;113;4;48;E;171;C;S
MY;Miri;4;23;12;N;113;59;42;E;120;S;S
MY;Kuching;1;28;6;N;110;19;24;E;77;C;S
MY;KotaBharu;6;9;12;N;102;18;30;E;33;S;S
MY;TDR Subang;3;8;42;N;101;33;30;E;117;S;D
MY;Kuantan;3;45;24;N;103;11;54;E;52;S;S
MY;Kluang;2;0;54;N;103;19;0;E;133;S;S
MY;Butterworth;5;27;42;N;100;23;12;E;30;S;S
RU;Stavropol;45;6;0;N;42;4;0;E;490;C;D
RU;Zelenokumsk, MRL-5;44;26;1;N;43;54;11;E;142;SX;S
RU;Volgograd, MRL-5;48;47;34;N;44;20;14;E;137;S;S
RU;Kyzburun, MRL-5;43;40;7;N;43;24;24;E;660;SX;S
RU;Labinsk, MRL-5;44;29;0;N;40;55;19;E;525;SX;S
RU;Chamlik, MRL-5;44;44;9;N;40;51;49;E;307;S;S
RU;Poputneskiy, MRL-5;44;29;0;N;41;25;0;E;0;SX;S
RU;Otradnenskiy, MRL-5;44;13;0;N;41;23;0;E;0;X;S
RU;Novokubanskiy, MRL-5;45;1;0;N;41;8;0;E;0;SX;S
RU;Psinabo, MRL-5;43;31;28;N;43;54;9;E;400;SX;S
RU;Cherkessk, MRL-5;44;16;6;N;42;0;12;E;400;S;S
RU;Ardon, MRL-5;43;10;54;N;44;20;20;E;448;S;S
RU;Valday;57;57;0;N;33;16;0;E;200;C;D
RU;Mineralnye Vody;44;13;0;N;43;3;0;E;320;C;D
RU;Volgograd;48;47;0;N;44;20;0;E;137;C;D
RU;Sochi-Akhun, WRM200;43;32;53;N;39;51;5;E;653;C;D
MD;Kornesti, MRL-5;46;29;34;N;28;44;46;E;241;SX;S
MD;Singerya, MRL-5;47;23;42;N;27;59;10;E;363;SX;S
